0,A
1,C
2,C
3,A
4,B
5,C
6,C
7,C
8,B
9,B
10,C
11,C
12,C
13,B
14,B
15,B
16,B
17,A
18,C
19,B
20,B
21,C
22,A
23,B
24,A
25,C
26,C
27,A
28,C
29,B
30,B
31,C
32,B
33,B
34,A
35,B
36,A
37,B
38,C
39,B
40,A
41,A
42,B
43,C
44,C
45,B
46,A
47,B
48,B
49,C
50,C
51,B
52,A
53,B
54,B
55,B
56,B
57,B
58,A
59,A
60,B
61,C
62,B
63,A
64,C
65,B
66,B
67,B
68,C
69,C
70,B
71,A
72,C
73,A
74,C
75,B
76,B
77,B
78,A
79,A
80,B
81,C
82,C
83,B
84,A
85,A
86,B
87,C
88,B
89,C
90,B
91,B
92,A
93,C
94,B
95,B
96,B
97,B
98,C
99,B
100,A
101,B
102,C
103,A
104,C
105,A
106,C
107,B
108,B
109,A
110,A
111,B
112,A
113,B
114,C
115,C
116,B
117,C
118,B
119,A
120,C
121,A
122,C
123,B
124,C
125,A
126,A
127,C
128,C
129,C
130,B
131,B
132,C
133,B
134,A
135,B
136,C
137,A
138,C
139,B
140,B
141,C
142,C
143,C
144,B
145,A
146,A
147,A
148,B
149,C
150,B
151,B
152,B
153,A
154,C
155,C
156,A
157,B
158,A
159,C
160,C
161,B
162,B
163,B
164,C
165,C
166,C
167,C
168,B
169,C
170,A
171,C
172,A
173,C
174,A
175,B
176,A
177,A
178,C
179,A
180,A
181,A
182,C
183,B
184,B
185,B
186,B
187,A
188,B
189,B
190,B
191,B
192,C
193,B
194,B
195,A
196,C
197,C
198,C
199,B
200,B
201,A
202,B
203,A
204,A
205,B
206,C
207,C
208,A
209,C
210,A
211,A
212,C
213,A
214,C
215,C
216,C
217,B
218,A
219,B
220,A
221,C
222,A
223,B
224,B
225,B
226,A
227,B
228,B
229,A
230,B
231,A
232,C
233,C
234,C
235,C
236,C
237,A
238,A
239,B
240,A
241,A
242,C
243,B
244,C
245,A
246,C
247,C
248,C
249,A
250,C
251,C
252,B
253,A
254,B
255,B
256,C
257,C
258,B
259,A
260,B
261,C
262,A
263,B
264,B
265,B
266,B
267,C
268,C
269,B
270,A
271,C
272,C
273,A
274,B
275,C
276,C
277,A
278,B
279,C
280,C
281,B
282,B
283,C
284,B
285,C
286,B
287,B
288,B
289,B
290,A
291,B
292,C
293,B
294,C
295,C
296,C
297,A
298,A
299,C
300,B
301,C
302,A
303,A
304,C
305,B
306,C
307,B
308,C
309,C
310,C
311,B
312,C
313,C
314,C
315,A
316,C
317,B
318,C
319,A
320,B
321,C
322,C
323,C
324,C
325,B
326,B
327,C
328,A
329,A
330,C
331,C
332,B
333,C
334,B
335,B
336,B
337,B
338,A
339,C
340,B
341,A
342,B
343,B
344,B
345,C
346,B
347,A
348,C
349,B
350,B
351,C
352,B
353,B
354,B
355,B
356,C
357,B
358,C
359,C
360,A
361,B
362,A
363,A
364,B
365,C
366,C
367,C
368,B
369,B
370,A
371,C
372,A
373,A
374,C
375,B
376,C
377,B
378,B
379,C
380,C
381,A
382,B
383,B
384,B
385,A
386,A
387,C
388,B
389,B
390,A
391,B
392,C
393,C
394,A
395,A
396,B
397,C
398,C
399,C
400,A
401,A
402,A
403,A
404,B
405,A
406,B
407,C
408,B
409,B
410,A
411,A
412,C
413,C
414,B
415,B
416,C
417,B
418,C
419,C
420,C
421,C
422,A
423,C
424,B
425,B
426,B
427,B
428,C
429,B
430,A
431,B
432,B
433,B
434,A
435,A
436,C
437,B
438,C
439,A
440,C
441,A
442,A
443,A
444,B
445,C
446,A
447,C
448,B
449,C
450,C
451,C
452,A
453,C
454,B
455,A
456,C
457,A
458,C
459,C
460,B
461,C
462,C
463,B
464,B
465,A
466,A
467,A
468,C
469,C
470,B
471,B
472,B
473,A
474,A
475,A
476,A
477,B
478,C
479,C
480,C
481,A
482,A
483,C
484,C
485,B
486,C
487,B
488,B
489,C
490,A
491,B
492,B
493,B
494,C
495,A
496,B
497,C
498,C
499,C
500,B
501,B
502,C
503,A
504,A
505,B
506,C
507,C
508,B
509,C
510,B
511,A
512,A
513,B
514,C
515,C
516,A
517,C
518,C
519,A
520,A
521,C
522,B
523,B
524,C
525,C
526,B
527,C
528,B
529,C
530,B
531,C
532,B
533,C
534,B
535,C
536,C
537,C
538,C
539,C
540,B
541,B
542,C
543,C
544,A
545,B
546,B
547,C
548,B
549,B
550,C
551,B
552,C
553,B
554,A
555,B
556,A
557,C
558,A
559,B
560,A
561,B
562,B
563,C
564,C
565,B
566,C
567,B
568,B
569,B
570,B
571,B
572,B
573,A
574,B
575,A
576,C
577,A
578,B
579,C
580,A
581,A
582,B
583,B
584,C
585,B
586,B
587,B
588,A
589,C
590,C
591,C
592,B
593,C
594,C
595,C
596,A
597,C
598,B
599,C
600,C
601,B
602,C
603,C
604,C
605,A
606,B
607,B
608,B
609,B
610,C
611,B
612,C
613,B
614,B
615,B
616,A
617,C
618,B
619,B
620,B
621,C
622,B
623,A
624,C
625,B
626,A
627,C
628,A
629,B
630,A
631,B
632,C
633,A
634,B
635,C
636,C
637,B
638,C
639,C
640,B
641,C
642,C
643,B
644,B
645,C
646,A
647,C
648,B
649,A
650,C
651,A
652,B
653,B
654,B
655,A
656,A
657,B
658,C
659,C
660,C
661,C
662,C
663,B
664,A
665,A
666,A
667,B
668,A
669,B
670,A
671,C
672,C
673,B
674,C
675,A
676,C
677,C
678,A
679,B
680,B
681,C
682,B
683,B
684,B
685,B
686,B
687,B
688,C
689,A
690,C
691,B
692,C
693,B
694,C
695,C
696,B
697,A
698,B
699,A
700,C
701,A
702,A
703,C
704,B
705,B
706,A
707,A
708,A
709,A
710,B
711,C
712,B
713,A
714,A
715,C
716,B
717,C
718,B
719,B
720,B
721,C
722,B
723,A
724,B
725,A
726,B
727,B
728,C
729,A
730,C
731,C
732,A
733,B
734,A
735,C
736,B
737,C
738,B
739,A
740,C
741,B
742,A
743,A
744,B
745,C
746,A
747,C
748,A
749,B
750,A
751,C
752,B
753,A
754,A
755,C
756,B
757,C
758,B
759,B
760,C
761,B
762,C
763,C
764,C
765,A
766,A
767,C
768,A
769,A
770,C
771,B
772,A
773,C
774,C
775,A
776,C
777,B
778,C
779,B
780,B
781,B
782,C
783,A
784,B
785,C
786,A
787,C
788,A
789,B
790,A
791,B
792,A
793,B
794,B
795,A
796,C
797,A
798,A
799,B
800,A
801,B
802,A
803,B
804,C
805,C
806,C
807,B
808,A
809,C
810,B
811,A
812,B
813,A
814,C
815,C
816,B
817,B
818,B
819,B
820,A
821,C
822,B
823,B
824,A
825,C
826,B
827,B
828,C
829,A
830,C
831,A
832,B
833,C
834,C
835,C
836,A
837,B
838,B
839,B
840,B
841,A
842,C
843,B
844,A
845,C
846,B
847,C
848,A
849,A
850,B
851,C
852,A
853,A
854,C
855,B
856,B
857,A
858,C
859,A
860,C
861,B
862,B
863,C
864,B
865,C
866,A
867,C
868,C
869,A
870,A
871,A
872,B
873,A
874,B
875,A
876,C
877,B
878,C
879,A
880,A
881,B
882,A
883,C
884,A
885,B
886,B
887,A
888,B
889,B
890,B
891,A
892,B
893,C
894,B
895,C
896,C
897,A
898,B
899,B
900,C
901,A
902,C
903,B
904,B
905,B
906,B
907,C
908,C
909,C
910,B
911,B
912,A
913,B
914,C
915,A
916,B
917,A
918,B
919,B
920,A
921,B
922,B
923,A
924,C
925,B
926,A
927,B
928,C
929,A
930,A
931,A
932,A
933,A
934,B
935,B
936,B
937,B
938,B
939,A
940,B
941,A
942,B
943,A
944,B
945,A
946,A
